label,sample_type,gmm_score,gmm_log_likelihood,iso_score,ocsvm_score,ensemble_avg
0,normal,1.03308380127103,-1.03308380127103,0.44029839992987146,-0.009842372768620322,0.48784660947742703
0,normal,0.9432783738263064,-0.9432783738263064,0.4327105492318785,-0.00460498893221839,0.45712797804198885
0,normal,2.0243043540540997,-2.0243043540540997,0.5169100294424576,-0.06660576682676123,0.824869538889932
0,normal,1.3660536672170729,-1.3660536672170729,0.4697645898236107,-0.000992884178458553,0.6116084576207417
0,normal,1.1426634413933678,-1.1426634413933678,0.4650541368002682,-0.009328084980275264,0.5327964977377869
0,normal,7.036639958798268,-7.036639958798268,0.7581575072686396,17.46637773932021,8.420391735129039
0,normal,1.3870513559581779,-1.3870513559581779,0.4707534965375241,0.00034614376934527513,0.6193836654216823
0,normal,1.182564487112625,-1.182564487112625,0.4699958212968478,-0.007998260996870954,0.548187349137534
0,normal,1.2868020025435047,-1.2868020025435047,0.46475908836057445,-0.0036451116867475264,0.5826386597391106
0,normal,1.4975024476686516,-1.4975024476686516,0.47627158609499093,-0.0009543442590427276,0.6576065631681999
0,normal,1.38412944641572,-1.38412944641572,0.4774934213843487,-0.0006078755881055997,0.620338330737321
0,normal,1.0650620016823154,-1.0650620016823154,0.44523410666933017,-0.01032478547451987,0.4999904409590419
0,normal,1.0232789697496507,-1.0232789697496507,0.4378509308887319,-0.00956423973438092,0.48385522030133393
0,normal,3.2357910968546264,-3.2357910968546264,0.6396103398345967,0.8257991410127161,1.5670668592339798
0,normal,3.1785839944677847,-3.1785839944677847,0.6357274095252137,0.7062309243714608,1.506847442788153
0,normal,1.1379850245028242,-1.1379850245028242,0.4628298306514986,-0.009455848706480197,0.5304530021492809
0,normal,1.4426705817088799,-1.4426705817088799,0.4768551522166932,-0.00013621746796133039,0.6397965054858706
0,normal,2.2060133181908332,-2.2060133181908332,0.524644689621703,-0.08626970656492361,0.8814627670825376
0,normal,0.9458379858969825,-0.9458379858969825,0.4207525087061084,-0.007971667948556416,0.45287294221817814
0,normal,3.2397553088649444,-3.2397553088649444,0.6396103398345967,0.8344313956246765,1.5712656814414059
0,normal,1.0138516747762802,-1.0138516747762802,0.4440303999800016,-0.009234520832897886,0.4828825179744613
0,normal,1.0647270460870584,-1.0647270460870584,0.44523410666933017,-0.010322874813084582,0.4998794259811013
0,normal,1.3656054213714146,-1.3656054213714146,0.4697645898236107,-0.0010036890390523467,0.6114554407186577
0,normal,0.9112455928049523,-0.9112455928049523,0.40406761318440954,-0.0029156365210560864,0.4374658564894352
0,normal,1.608606364039721,-1.608606364039721,0.49056866504161445,-0.00689140396689325,0.6974278750381474
0,normal,1.026318672166537,-1.026318672166537,0.4367892649925636,-0.009657406712822336,0.4844835101487594
0,normal,1.8506178062583505,-1.8506178062583505,0.4969534598595086,-0.038014551014878606,0.7698522383676601
0,normal,1.103554516476221,-1.103554516476221,0.4580418550846471,-0.010157098972971568,0.5171464241959655
0,normal,1.0277246207675992,-1.0277246207675992,0.4391524946999297,-0.009698373121455717,0.48572624744869103
0,normal,1.2696818770209886,-1.2696818770209886,0.46380035709716977,-0.0043546967953531635,0.5763758457742684
0,normal,1.6535947831328495,-1.6535947831328495,0.49781536506298946,-0.010962773990215169,0.7134824580685413
0,normal,0.8975698880217439,-0.8975698880217439,0.43104345710157865,0.00030546216597215903,0.44297293576309826
0,normal,3.1809617200586375,-3.1809617200586375,0.6365882407512885,0.7110144268207108,1.5095214625435454
0,normal,3.048794374581328,-3.048794374581328,0.6177756497131361,0.46943090907273444,1.3786669777890663
0,normal,1.1421817119233144,-1.1421817119233144,0.4650541368002682,-0.009341557251541843,0.5326314304906803
0,normal,2.2153902951230426,-2.2153902951230426,0.5272842909598603,-0.08667285369438105,0.8853339107961741
0,normal,2.436036081213767,-2.436036081213767,0.573326766787681,-0.06780497852897938,0.9805192898241563
0,normal,2.147557584635212,-2.147557584635212,0.5256403441583966,-0.0821468388155644,0.8636836966593481
0,normal,1.619938395311737,-1.619938395311737,0.4947392925816402,-0.007828387381600521,0.7022831001705923
0,normal,4.455531037939805,-4.455531037939805,0.6845259971071126,5.354839818588644,3.498298951211854
0,normal,2.182006549635588,-2.182006549635588,0.5268905036183085,-0.08489759025115617,0.8746664876675802
0,normal,1.1918747183724574,-1.1918747183724574,0.4733252926422462,-0.007639185845899732,0.552520275056268
0,normal,2.0532529881961716,-2.0532529881961716,0.5155493800253694,-0.07087571245780566,0.8326422185879118
0,normal,0.9213120949113014,-0.9213120949113014,0.41724547547483093,-0.0045890869002072066,0.44465616116197504
0,normal,2.793709046135041,-2.793709046135041,0.6123817835603872,0.1382187533704169,1.181436527688615
0,normal,7.542275041188944,-7.542275041188944,0.7653730528116575,19.06602004836904,9.124556047456547
0,normal,1.187832370976362,-1.187832370976362,0.4733252926422462,-0.007796854367931871,0.5511202697502254
0,normal,0.9278857232623653,-0.9278857232623653,0.43468932460692894,-0.0030536497834532383,0.45317379936194696
0,normal,0.9756927820408986,-0.9756927820408986,0.4414731947767042,-0.007227529291952806,0.46997948250855
0,normal,2.2625545610620383,-2.2625545610620383,0.5597184349564791,-0.1943488272071825,0.8759747229371116
0,normal,1.483334541311034,-1.483334541311034,0.47824095414840906,-0.0006158492300656349,0.6536532154097925
0,normal,3.442921375448905,-3.442921375448905,0.6458405280007072,1.3368663477523306,1.8085427504006475
0,normal,0.9283972946862272,-0.9283972946862272,0.42100407330364975,-0.0056606205868021675,0.44791358246769164
0,normal,2.2812036348695064,-2.2812036348695064,0.5399308010641368,-0.0871419759275156,0.9113308200020426
0,normal,2.8583310534734094,-2.8583310534734094,0.6161059958605968,0.206027920136993,1.2268216564903331
0,normal,0.9668653732084905,-0.9668653732084905,0.43085967048952944,-0.010195012219316624,0.46251001049290114
0,normal,1.1918526316073677,-1.1918526316073677,0.4733252926422462,-0.007640054252838979,0.5525126233322583
0,normal,1.1213657865463817,-1.1213657865463817,0.4615611981085843,-0.009850292557143092,0.524358897365941
0,normal,5.004331869499959,-5.004331869499959,0.7124040356752375,8.162385454889328,4.626373786688174
0,normal,2.695093916980286,-2.695093916980286,0.6056399963594508,0.05428876716440456,1.1183408935013803
1,anomaly,1.9707985667779007,-1.9707985667779007,0.513768807188864,-0.058098543939564706,0.8088229433423999
1,anomaly,4.369630600681143,-4.369630600681143,0.6802749318784806,4.939191156237403,3.3296988962656755
1,anomaly,13.736336934410254,-13.736336934410254,0.7981621060492688,26.36588501066216,13.633461350373894
1,anomaly,6.662460367192434,-6.662460367192434,0.7474615341952764,16.08241344881764,7.8307784500684505
1,anomaly,3.1006691592002573,-3.1006691592002573,0.6281791447621222,0.5583737491106611,1.4290740176910137
1,anomaly,10.328075990581281,-10.328075990581281,0.7906374420886646,23.9836732097301,11.700795547466683
1,anomaly,2.1009671776070613,-2.1009671776070613,0.5240396034067454,-0.07716975308396101,0.8492790093099485
1,anomaly,18.911215554788246,-18.911215554788246,0.8035806715969582,27.859089728329547,15.857961984904918
1,anomaly,15.804583188127602,-15.804583188127602,0.8035806715969582,27.111941033157652,14.573368297627404
1,anomaly,11.004763132665332,-11.004763132665332,0.7906374420886646,24.631121175980432,12.142173916911476
1,anomaly,2.4287957240450364,-2.4287957240450364,0.5721642318861991,-0.06946683904405404,0.9771643722957272
1,anomaly,6.475637423229481,-6.475637423229481,0.7429238635769818,15.326135061059558,7.514898782622008
1,anomaly,9.153198086959058,-9.153198086959058,0.7853061530770697,22.49346346123532,10.810655900423816
1,anomaly,0.9513026807086574,-0.9513026807086574,0.43907717349699965,-0.00533601585648924,0.46168127944972265
1,anomaly,13.359855235637742,-13.359855235637742,0.7954665402864471,26.18921126668855,13.448177680870913
1,anomaly,2.9781530504870006,-2.9781530504870006,0.6165229857949642,0.36032643020521604,1.3183341554957269
1,anomaly,9.760537388905156,-9.760537388905156,0.7885005970191669,23.334412888680166,11.294483624868164
1,anomaly,7.646195329951048,-7.646195329951048,0.7653730528116575,19.358455374814344,9.256674585859017
1,anomaly,1.4798121294047764,-1.4798121294047764,0.47604710851509385,-0.0005457706801941242,0.6517711557465588
1,anomaly,13.647853016197397,-13.647853016197397,0.7981621060492688,26.32577160161826,13.590595574621643
1,anomaly,3.056456449322293,-3.056456449322293,0.6177756497131361,0.48209425142695395,1.3854421168207942
1,anomaly,3.128674509545091,-3.128674509545091,0.6303078303947444,0.6095371010907513,1.4561731470101957
1,anomaly,4.676295499754932,-4.676295499754932,0.6957321158833055,6.459878890404148,3.9439688353474622
1,anomaly,8.773704791416728,-8.773704791416728,0.7784291848669284,21.867500769703735,10.473211581995796
1,anomaly,19.740592639578132,-19.740592639578132,0.8035806715969582,28.017298562550184,16.187157291241757
1,anomaly,9.582568071488705,-9.582568071488705,0.7879672887406834,23.105718781351015,11.158751380526802
1,anomaly,1.0224604947732687,-1.0224604947732687,0.43899344868189244,-0.009538071194722164,0.48397195742014637
1,anomaly,1.8722171959864053,-1.8722171959864053,0.496154072941952,-0.041585243440515285,0.7755953418292808
1,anomaly,1.5921640002724828,-1.5921640002724828,0.49403093792217506,-0.005640105184472333,0.6935182776700618
1,anomaly,7.346166433202102,-7.346166433202102,0.7653730528116575,18.481238735558975,8.864259407190913
1,anomaly,11.990717478523479,-11.990717478523479,0.7943908646874631,25.393195523941056,12.726101289050666
1,anomaly,2.0511767169640938,-2.0511767169640938,0.5158983117085284,-0.07057941790159106,0.8321652035903436
